https://www.cnn.com/robots.txt,200
https://www.cnn.com/,200
https://www.cnn.com/media/sites/cnn/apple-touch-icon.png,200
https://www.cnn.com/specials/politics/congress,301
https://www.cnn.com/us/crime-and-justice,200
https://www.cnn.com/business,200
https://www.cnn.com/business/media,200
https://www.cnn.com/election/2024,200
https://www.cnn.com/specials/us/extreme-weather,301
https://www.cnn.com/specials/investing/markets-now,301
https://www.cnn.com/business/videos,200
https://www.cnn.com/specials/us/energy-and-environment,301
https://www.cnn.com/markets/after-hours,200
https://www.cnn.com/specials/politics/supreme-court-nine,301
https://www.cnn.com/account/settings,200
https://www.cnn.com/specials/space-science,301
https://www.cnn.com/markets,200
https://www.cnn.com/world/europe,200
https://www.cnn.com/media/sites/cnn/favicon.ico,200
https://www.cnn.com/world/china,200
https://www.cnn.com/world/australia,200
https://www.cnn.com/audio,200
https://www.cnn.com/specials/investing/before-the-bell,200
https://www.cnn.com/world/india,200
https://www.cnn.com/live-tv,200
https://www.cnn.com/video,301
https://www.cnn.com/business/tech,200
https://www.cnn.com/markets/fear-and-greed,200
https://www.cnn.com/politics,200
https://www.cnn.com/world/asia,200
https://www.cnn.com/business/investing,200
https://www.cnn.com/world,200
https://www.cnn.com/specials/politics/fact-check-politics,301
https://www.cnn.com/account/my-news?iid=fw_var-nav,200
https://www.cnn.com/markets/premarkets,200
https://www.cnn.com/world/americas,200
https://www.cnn.com/specials/business/nightcap,301
https://www.cnn.com/sports,301
https://www.cnn.com/health,200
https://www.cnn.com/style,200
https://www.cnn.com/world/united-kingdom,200
https://www.cnn.com/business/financial-calculators,200
https://www.cnn.com/opinions/opinion-social-issues,200
https://www.cnn.com/opinions,200
https://www.cnn.com/us,200
https://www.cnn.com/world/middle-east,200
https://www.cnn.com/opinions/opinion-politics,200
https://www.cnn.com/travel,200
https://www.cnn.com/entertainment,200
https://www.cnn.com/world/africa,200
https://www.cnn.com/specials/politics/congress-capitol-hill,301
https://www.cnn.com/weather,200
https://www.cnn.com/business/markets-now,200
https://www.cnn.com/us/energy-and-environment,200
https://www.cnn.com/politics/supreme-court,200
https://www.cnn.com/us/space-science,200
https://www.cnn.com/videos,200
https://www.cnn.com/politics/fact-check,200
https://www.cnn.com/business/markets/nightcap,200
https://www.cnn.com/sport,200
https://www.cnn.com/politics/congress,200
